FID IID FATHER_ID MOTHER_ID proband parental
21_3996 21_3996_1 NA NA 0.75702375 1.0349308
21_3997 21_3997_0 NA NA -1.0323744 -1.4839591
21_3997 21_3997_1 NA NA -1.5222307 -1.4839591
21_3998 21_3998_0 NA NA 1.5198233 2.343396
21_3998 21_3998_1 NA NA 1.2469296 2.343396
21_3999 21_3999_0 NA NA 0.08324122 0.3756642
21_3999 21_3999_1 NA NA 0.11193773 0.3756642
21_4000 21_4000_0 NA NA -0.05836344 -0.70251113
21_4000 21_4000_1 NA NA -0.9347802 -0.70251113
21_4001 21_4001_0 NA NA 0.45664927 -0.68428403
21_4001 21_4001_1 NA NA -0.51084435 -0.68428403
21_4002 21_4002_0 NA NA -1.0961858 0.5730161
21_4002 21_4002_1 NA NA 1.3925977 0.5730161
21_4003 21_4003_0 NA NA 0.52620745 -0.5668957
21_4003 21_4003_1 NA NA -0.3929781 -0.5668957
21_4004 21_4004_0 NA NA -1.1897798 -2.6314843
21_4004 21_4004_1 NA NA -0.7670034 -2.6314843
21_4005 21_4005_0 NA NA 1.8064985 1.959138
21_4005 21_4005_1 NA NA 0.39755896 1.959138
21_4006 21_4006_0 NA NA -1.9846452 -1.8257167
21_4006 21_4006_1 NA NA -1.4381862 -1.8257167
21_4007 21_4007_0 NA NA 0.41248962 -0.38864538
21_4007 21_4007_1 NA NA -0.5829941 -0.38864538
21_4008 21_4008_0 NA NA -2.8846772 -2.7067175
21_4008 21_4008_1 NA NA -0.9868894 -2.7067175
21_4009 21_4009_0 NA NA 0.059017353 -0.57789826
21_4009 21_4009_1 NA NA 0.03522495 -0.57789826
21_4010 21_4010_0 NA NA 0.48040426 -0.76811033
21_4010 21_4010_1 NA NA -1.4346758 -0.76811033
21_4011 21_4011_0 NA NA -1.0158322 -2.3340023
21_4011 21_4011_1 NA NA -2.05251 -2.3340023
21_4012 21_4012_0 NA NA -1.4688615 -2.6909428
21_4012 21_4012_1 NA NA -1.5110674 -2.6909428
21_4013 21_4013_0 NA NA 0.5005532 0.43632603
21_4013 21_4013_1 NA NA -0.72050804 0.43632603
21_4014 21_4014_0 NA NA -1.732453 -1.7182477
21_4014 21_4014_1 NA NA -0.5836327 -1.7182477
21_4015 21_4015_0 NA NA -1.0581075 -1.346152
21_4015 21_4015_1 NA NA -0.4156539 -1.346152
21_4016 21_4016_0 NA NA 0.032048166 -0.8584592
21_4016 21_4016_1 NA NA -1.240145 -0.8584592
21_4017 21_4017_0 NA NA 1.0462204 0.96050143
21_4017 21_4017_1 NA NA 0.2797871 0.96050143
21_4018 21_4018_0 NA NA 0.07067119 -0.074551
21_4018 21_4018_1 NA NA -0.08298155 -0.074551
21_4019 21_4019_0 NA NA -1.12609 -2.531914
21_4019 21_4019_1 NA NA -2.6504352 -2.531914
21_4020 21_4020_0 NA NA -1.5095552 -2.3319743
21_4020 21_4020_1 NA NA -0.65206736 -2.3319743
21_4021 21_4021_0 NA NA -2.3781326 -2.3749669
21_4021 21_4021_1 NA NA -1.094562 -2.3749669
21_4022 21_4022_0 NA NA -1.4838511 -1.9482399
21_4022 21_4022_1 NA NA -1.1963246 -1.9482399
21_4023 21_4023_0 NA NA 0.37492412 -0.19280376
21_4023 21_4023_1 NA NA -0.59836286 -0.19280376
21_4024 21_4024_0 NA NA -1.0558751 -1.0345273
21_4024 21_4024_1 NA NA -0.081516564 -1.0345273
21_4025 21_4025_0 NA NA -1.0412635 -0.4537906
21_4025 21_4025_1 NA NA 0.13544038 -0.4537906
21_4026 21_4026_0 NA NA -3.0111568 -3.1700761
21_4026 21_4026_1 NA NA -0.9938318 -3.1700761
21_4027 21_4027_0 NA NA -0.41615376 0.2870102
21_4027 21_4027_1 NA NA 0.8609784 0.2870102
21_4028 21_4028_0 NA NA -1.4183015 -2.1824188
21_4028 21_4028_1 NA NA -0.9714197 -2.1824188
21_4029 21_4029_0 NA NA 0.208226 0.32946482
21_4029 21_4029_1 NA NA 0.36788753 0.32946482
21_4030 21_4030_0 NA NA -1.2897393 -1.893812
21_4030 21_4030_1 NA NA -0.7510985 -1.893812
21_4031 21_4031_0 NA NA -0.5633996 -0.100845836
21_4031 21_4031_1 NA NA 0.80595917 -0.100845836
21_4032 21_4032_0 NA NA -0.9272998 0.07052675
21_4032 21_4032_1 NA NA 0.66186947 0.07052675
21_4033 21_4033_0 NA NA -0.78403646 -1.7900752
21_4033 21_4033_1 NA NA -1.1530672 -1.7900752
21_4034 21_4034_0 NA NA -0.6576697 -1.7742482
21_4034 21_4034_1 NA NA -0.7444206 -1.7742482
21_4035 21_4035_0 NA NA -0.16821228 -0.19926038
21_4035 21_4035_1 NA NA -0.20132118 -0.19926038
21_4036 21_4036_0 NA NA 0.7442057 2.216875
21_4036 21_4036_1 NA NA 2.3613482 2.216875
21_4037 21_4037_0 NA NA 0.71822387 0.19402847
21_4037 21_4037_1 NA NA 0.32282522 0.19402847
21_4038 21_4038_0 NA NA -1.5282623 -1.3694478
21_4038 21_4038_1 NA NA -0.93792355 -1.3694478
21_4039 21_4039_0 NA NA -0.3023752 -0.9620645
21_4039 21_4039_1 NA NA -0.45019865 -0.9620645
21_4040 21_4040_0 NA NA -0.42001393 -1.2603308
21_4040 21_4040_1 NA NA -1.0011042 -1.2603308
21_4041 21_4041_0 NA NA -0.338991 -1.4346942
21_4041 21_4041_1 NA NA -1.478553 -1.4346942
21_4042 21_4042_0 NA NA 0.03256973 0.35565838
21_4042 21_4042_1 NA NA -0.024933266 0.35565838
21_4043 21_4043_0 NA NA 0.45530865 -0.67658365
21_4043 21_4043_1 NA NA -0.30358592 -0.67658365
21_4044 21_4044_0 NA NA -0.64642173 -1.6208036
21_4044 21_4044_1 NA NA -2.275296 -1.6208036
21_4045 21_4045_0 NA NA 1.0194379 1.6743096
21_4045 21_4045_1 NA NA 1.5971192 1.6743096
21_4046 21_4046_0 NA NA -0.23380393 -1.1342444
21_4046 21_4046_1 NA NA -0.667562 -1.1342444
21_4047 21_4047_0 NA NA -0.31070033 -0.13547033
21_4047 21_4047_1 NA NA -0.029545162 -0.13547033
21_4048 21_4048_0 NA NA -0.13200863 0.4145046
21_4048 21_4048_1 NA NA 0.16406254 0.4145046
21_4049 21_4049_0 NA NA 0.118977256 0.055410095
21_4049 21_4049_1 NA NA 0.13813768 0.055410095
21_4050 21_4050_0 NA NA -0.07030886 0.12871385
21_4050 21_4050_1 NA NA 0.7894534 0.12871385
21_4051 21_4051_0 NA NA -0.49286735 0.010957238
21_4051 21_4051_1 NA NA -0.104868986 0.010957238
21_4052 21_4052_0 NA NA -0.5743187 -0.72974503
21_4052 21_4052_1 NA NA 0.11774642 -0.72974503
21_4053 21_4053_0 NA NA -0.061420854 1.0132861
21_4053 21_4053_1 NA NA 0.90765375 1.0132861
21_4054 21_4054_0 NA NA 1.0541013 0.07978435
21_4054 21_4054_1 NA NA -0.58978796 0.07978435
21_4055 21_4055_0 NA NA 0.6444049 -0.6439128
21_4055 21_4055_1 NA NA -0.9526854 -0.6439128
21_4056 21_4056_0 NA NA -0.71273094 -1.4309497
21_4056 21_4056_1 NA NA -1.1458162 -1.4309497
21_4057 21_4057_0 NA NA 1.0969281 1.4049591
21_4057 21_4057_1 NA NA 0.72919524 1.4049591
21_4058 21_4058_0 NA NA 1.101249 -0.86033976
21_4058 21_4058_1 NA NA -1.1026883 -0.86033976
21_4059 21_4059_0 NA NA -1.3088273 -1.7306617
21_4059 21_4059_1 NA NA -0.80822843 -1.7306617
21_4060 21_4060_0 NA NA -1.8399389 -2.0221727
21_4060 21_4060_1 NA NA -0.43597686 -2.0221727
21_4061 21_4061_0 NA NA -1.540015 -1.4090405
21_4061 21_4061_1 NA NA -1.0649326 -1.4090405
21_4062 21_4062_0 NA NA -0.54391867 -0.7481213
21_4062 21_4062_1 NA NA -0.61809677 -0.7481213
21_4063 21_4063_0 NA NA -1.6186112 -1.7997426
21_4063 21_4063_1 NA NA -0.8412791 -1.7997426
21_4064 21_4064_0 NA NA -0.30979604 -0.82065153
21_4064 21_4064_1 NA NA -0.78910625 -0.82065153
21_4065 21_4065_0 NA NA -1.0913552 -2.4960778
21_4065 21_4065_1 NA NA -1.6386914 -2.4960778
21_4066 21_4066_0 NA NA -0.24038355 -1.8548832
21_4066 21_4066_1 NA NA -2.1770256 -1.8548832
21_4067 21_4067_0 NA NA -0.952951 -1.5216479
21_4067 21_4067_1 NA NA -2.3008554 -1.5216479
21_4068 21_4068_0 NA NA -1.1529945 -2.01038
21_4068 21_4068_1 NA NA -1.6242329 -2.01038
21_4069 21_4069_0 NA NA -1.3095149 -2.0676305
21_4069 21_4069_1 NA NA -1.7174727 -2.0676305
21_4070 21_4070_0 NA NA -1.4906609 -1.3710725
21_4070 21_4070_1 NA NA -0.75592667 -1.3710725
21_4071 21_4071_0 NA NA -1.2828388 -2.244725
21_4071 21_4071_1 NA NA -1.7742047 -2.244725
21_4072 21_4072_0 NA NA 0.03960039 0.4961822
21_4072 21_4072_1 NA NA 1.1378814 0.4961822
21_4073 21_4073_0 NA NA -1.2026726 -1.4876901
21_4073 21_4073_1 NA NA 0.041189212 -1.4876901
21_4074 21_4074_0 NA NA 0.6744739 -0.45970684
21_4074 21_4074_1 NA NA -1.2528533 -0.45970684
21_4075 21_4075_0 NA NA 0.8023166 -0.4690934
21_4075 21_4075_1 NA NA -0.6226093 -0.4690934
21_4076 21_4076_0 NA NA -0.49126896 -2.044623
21_4076 21_4076_1 NA NA -1.9011216 -2.044623
21_4077 21_4077_0 NA NA 2.199876 2.1431842
21_4077 21_4077_1 NA NA 0.8842306 2.1431842
21_4078 21_4078_0 NA NA 1.2133772 0.5182404
21_4078 21_4078_1 NA NA 0.36440903 0.5182404
21_4079 21_4079_0 NA NA -1.9053628 -2.1789804
21_4079 21_4079_1 NA NA -0.60604465 -2.1789804
21_4080 21_4080_0 NA NA -1.406883 -2.2720563
21_4080 21_4080_1 NA NA -0.8815898 -2.2720563
21_4081 21_4081_0 NA NA -1.3576674 -2.9745893
21_4081 21_4081_1 NA NA -2.3082302 -2.9745893
21_4082 21_4082_0 NA NA -0.78587466 -1.2532601
21_4082 21_4082_1 NA NA -0.24882163 -1.2532601
21_4083 21_4083_0 NA NA 0.15164724 0.99640954
21_4083 21_4083_1 NA NA 0.2747779 0.99640954
21_4084 21_4084_0 NA NA -0.10070649 0.6391553
21_4084 21_4084_1 NA NA 0.95740193 0.6391553
21_4085 21_4085_0 NA NA -0.3895288 -0.27215874
21_4085 21_4085_1 NA NA -0.39377826 -0.27215874
21_4086 21_4086_0 NA NA -1.5238132 -2.668957
21_4086 21_4086_1 NA NA -1.8931798 -2.668957
21_4087 21_4087_0 NA NA -0.32587793 0.25735784
21_4087 21_4087_1 NA NA -0.049168184 0.25735784
21_4088 21_4088_0 NA NA -1.0808113 -0.5265806
21_4088 21_4088_1 NA NA 0.17123325 -0.5265806
21_4089 21_4089_0 NA NA 1.2072303 0.6724669
21_4089 21_4089_1 NA NA 0.038684543 0.6724669
21_4090 21_4090_0 NA NA -0.3799726 -0.794188
21_4090 21_4090_1 NA NA -0.3423562 -0.794188
21_4091 21_4091_0 NA NA -0.9672796 -2.0934765
21_4091 21_4091_1 NA NA -1.1277915 -2.0934765
21_4092 21_4092_0 NA NA 0.24512976 1.6699004
21_4092 21_4092_1 NA NA 1.7492127 1.6699004
21_4093 21_4093_0 NA NA -0.36349353 1.2557361
21_4093 21_4093_1 NA NA 1.2020831 1.2557361
21_4094 21_4094_0 NA NA 1.0717506 0.49965325
21_4094 21_4094_1 NA NA -0.14542916 0.49965325
21_4095 21_4095_0 NA NA 0.79227537 0.6422252
21_4095 21_4095_1 NA NA 1.1629013 0.6422252
21_4096 21_4096_0 NA NA 0.4293884 0.013395704
21_4096 21_4096_1 NA NA 0.2743351 0.013395704
21_4097 21_4097_0 NA NA -0.5857606 -0.32168525
21_4097 21_4097_1 NA NA -0.36133453 -0.32168525
21_4098 21_4098_0 NA NA 0.8036585 1.4464895
21_4098 21_4098_1 NA NA 0.5098971 1.4464895
21_4099 21_4099_0 NA NA 0.8876635 0.5111306
21_4099 21_4099_1 NA NA 0.5588701 0.5111306
21_4100 21_4100_0 NA NA 0.17352699 0.098243974
21_4100 21_4100_1 NA NA 0.80112636 0.098243974
21_4101 21_4101_0 NA NA -2.8764617 -2.3108826
21_4101 21_4101_1 NA NA -0.3718607 -2.3108826
21_4102 21_4102_0 NA NA -1.5502241 -1.3669059
21_4102 21_4102_1 NA NA -1.5319742 -1.3669059
21_4103 21_4103_0 NA NA -1.1959068 -2.1072407
21_4103 21_4103_1 NA NA -1.7018753 -2.1072407
21_4104 21_4104_0 NA NA -0.59946764 -0.6142279
21_4104 21_4104_1 NA NA 0.050878312 -0.6142279
21_4105 21_4105_0 NA NA -1.2165713 -1.1209362
21_4105 21_4105_1 NA NA -0.0705513 -1.1209362
21_4106 21_4106_0 NA NA -1.1982272 -2.1882503
21_4106 21_4106_1 NA NA -1.2000055 -2.1882503
21_4107 21_4107_0 NA NA -2.5505805 -2.9114747
21_4107 21_4107_1 NA NA -0.79363227 -2.9114747
21_4108 21_4108_0 NA NA -2.0710862 -3.0078416
21_4108 21_4108_1 NA NA -2.0759072 -3.0078416
21_4109 21_4109_0 NA NA 0.12313765 -0.0028173958
21_4109 21_4109_1 NA NA -0.3031659 -0.0028173958
21_4110 21_4110_0 NA NA -1.9877788 -1.5069526
21_4110 21_4110_1 NA NA -0.36462793 -1.5069526
21_4111 21_4111_0 NA NA -1.098178 -2.3417928
21_4111 21_4111_1 NA NA -1.160276 -2.3417928
21_4112 21_4112_0 NA NA -0.5953639 -0.22271776
21_4112 21_4112_1 NA NA 0.47553873 -0.22271776
21_4113 21_4113_0 NA NA 0.4491963 -1.2954696
21_4113 21_4113_1 NA NA -2.2135177 -1.2954696
21_4114 21_4114_0 NA NA -1.6790879 -2.6408286
21_4114 21_4114_1 NA NA -2.2004576 -2.6408286
21_4115 21_4115_0 NA NA -1.0841119 -1.809008
21_4115 21_4115_1 NA NA -0.06692115 -1.809008
21_4116 21_4116_0 NA NA -1.1763258 -1.3834761
21_4116 21_4116_1 NA NA -0.49344435 -1.3834761
21_4117 21_4117_0 NA NA -1.6236743 -2.3085814
21_4117 21_4117_1 NA NA -0.8095293 -2.3085814
21_4118 21_4118_0 NA NA -1.3984367 -2.4511042
21_4118 21_4118_1 NA NA -1.9397017 -2.4511042
21_4119 21_4119_0 NA NA -1.6941565 -3.374591
21_4119 21_4119_1 NA NA -2.1183503 -3.374591
21_4120 21_4120_0 NA NA -0.4841121 -0.45170954
21_4120 21_4120_1 NA NA -0.03700394 -0.45170954
21_4121 21_4121_0 NA NA 0.98841405 0.25953597
21_4121 21_4121_1 NA NA -0.17015864 0.25953597
21_4122 21_4122_0 NA NA -0.8135464 0.13865489
21_4122 21_4122_1 NA NA 0.04538369 0.13865489
21_4123 21_4123_0 NA NA -1.883905 -1.7038919
21_4123 21_4123_1 NA NA -1.4361122 -1.7038919
21_4124 21_4124_0 NA NA -0.0737906 -0.79299265
21_4124 21_4124_1 NA NA -0.3161376 -0.79299265
21_4125 21_4125_0 NA NA 0.0653341 0.21666178
21_4125 21_4125_1 NA NA 0.20508583 0.21666178
21_4126 21_4126_0 NA NA 0.07078715 0.30170462
21_4126 21_4126_1 NA NA 0.5010691 0.30170462
21_4127 21_4127_0 NA NA 0.22472157 -0.7946134
21_4127 21_4127_1 NA NA -0.5837146 -0.7946134
21_4128 21_4128_0 NA NA 0.4065732 0.14632589
21_4128 21_4128_1 NA NA -0.40912607 0.14632589
21_4129 21_4129_0 NA NA -0.8986932 -2.3861501
21_4129 21_4129_1 NA NA -2.523077 -2.3861501
21_4130 21_4130_0 NA NA -1.3905048 -1.695347
21_4130 21_4130_1 NA NA -0.9352511 -1.695347
21_4131 21_4131_0 NA NA -0.6129945 -1.2819046
21_4131 21_4131_1 NA NA -0.5912496 -1.2819046
21_4132 21_4132_0 NA NA 0.28729782 1.0081118
21_4132 21_4132_1 NA NA 0.7638944 1.0081118
21_4133 21_4133_0 NA NA -2.243198 -3.3397295
21_4133 21_4133_1 NA NA -1.1255568 -3.3397295
21_4134 21_4134_0 NA NA -1.9189552 -2.6566434
21_4134 21_4134_1 NA NA -1.4798648 -2.6566434
21_4135 21_4135_0 NA NA -1.621713 -2.2262087
21_4135 21_4135_1 NA NA -1.320024 -2.2262087
21_4136 21_4136_0 NA NA 0.3956133 0.338086
21_4136 21_4136_1 NA NA 0.5485226 0.338086
21_4137 21_4137_0 NA NA 0.11621647 0.047428966
21_4137 21_4137_1 NA NA 0.33012894 0.047428966
21_4138 21_4138_0 NA NA -0.11720257 -0.985768
21_4138 21_4138_1 NA NA -0.9847901 -0.985768
21_4139 21_4139_0 NA NA 0.92291546 1.0351641
21_4139 21_4139_1 NA NA 1.129541 1.0351641
21_4140 21_4140_0 NA NA -0.777535 -1.5815867
21_4140 21_4140_1 NA NA -1.3622326 -1.5815867
21_4141 21_4141_0 NA NA -1.1178393 -1.1624051
21_4141 21_4141_1 NA NA -1.0397165 -1.1624051
21_4142 21_4142_0 NA NA -0.93698674 -2.7010214
21_4142 21_4142_1 NA NA -2.6329641 -2.7010214
21_4143 21_4143_0 NA NA -0.34004772 -0.8319679
21_4143 21_4143_1 NA NA -0.290411 -0.8319679
21_4144 21_4144_0 NA NA 0.33165857 0.30051103
21_4144 21_4144_1 NA NA 0.08193019 0.30051103
21_4145 21_4145_0 NA NA -1.1170803 -2.2400992
21_4145 21_4145_1 NA NA -1.8284694 -2.2400992
21_4146 21_4146_0 NA NA 0.7943851 1.0867066
21_4146 21_4146_1 NA NA 1.3674496 1.0867066
21_4147 21_4147_0 NA NA -1.0115454 -1.0843618
21_4147 21_4147_1 NA NA -0.66311014 -1.0843618
21_4148 21_4148_0 NA NA -2.4641745 -3.579336
21_4148 21_4148_1 NA NA -2.5872371 -3.579336
21_4149 21_4149_0 NA NA 0.72672266 -0.20164375
21_4149 21_4149_1 NA NA -0.45117798 -0.20164375
21_4150 21_4150_0 NA NA -2.0693479 -3.2548954
21_4150 21_4150_1 NA NA -1.685361 -3.2548954
21_4151 21_4151_0 NA NA -1.1493165 -2.424341
21_4151 21_4151_1 NA NA -0.3450266 -2.424341
21_4152 21_4152_0 NA NA -0.08317122 0.9286075
21_4152 21_4152_1 NA NA 1.437549 0.9286075
21_4153 21_4153_0 NA NA -0.4409055 -0.47229886
21_4153 21_4153_1 NA NA -0.50961274 -0.47229886
21_4154 21_4154_0 NA NA 1.626954 0.96148413
21_4154 21_4154_1 NA NA -0.50817263 0.96148413
21_4155 21_4155_0 NA NA -1.5508323 -1.3103997
21_4155 21_4155_1 NA NA -1.1597902 -1.3103997
21_4156 21_4156_0 NA NA 1.6584107 2.063282
21_4156 21_4156_1 NA NA 1.0204121 2.063282
21_4157 21_4157_0 NA NA -0.74349046 -0.72858804
21_4157 21_4157_1 NA NA -0.87401664 -0.72858804
21_4158 21_4158_0 NA NA -0.78175104 -1.0295055
21_4158 21_4158_1 NA NA -1.4375935 -1.0295055
21_4159 21_4159_0 NA NA -2.2471278 -1.2017443
21_4159 21_4159_1 NA NA 0.036466997 -1.2017443
21_4160 21_4160_0 NA NA -0.30920756 -0.5793512
21_4160 21_4160_1 NA NA -0.14805223 -0.5793512
21_4161 21_4161_0 NA NA -0.64822096 -0.28713635
21_4161 21_4161_1 NA NA 0.05777221 -0.28713635
21_4162 21_4162_0 NA NA -1.2835275 -1.254928
21_4162 21_4162_1 NA NA 0.14487988 -1.254928
21_4163 21_4163_0 NA NA 0.2204316 0.34691083
21_4163 21_4163_1 NA NA 0.5433902 0.34691083
21_4164 21_4164_0 NA NA 0.74141055 -0.42739895
21_4164 21_4164_1 NA NA -0.90469193 -0.42739895
21_4165 21_4165_0 NA NA 0.34647253 -0.20954344
21_4165 21_4165_1 NA NA -0.4103279 -0.20954344
21_4166 21_4166_0 NA NA -1.2902135 -1.203235
21_4166 21_4166_1 NA NA -0.60626954 -1.203235
21_4167 21_4167_0 NA NA -1.4443308 -1.0385077
21_4167 21_4167_1 NA NA 0.77026457 -1.0385077
21_4168 21_4168_0 NA NA -1.1845707 -0.40361866
21_4168 21_4168_1 NA NA 0.42130178 -0.40361866
21_4169 21_4169_0 NA NA -1.1503186 -1.7158321
21_4169 21_4169_1 NA NA -1.0275967 -1.7158321
21_4170 21_4170_0 NA NA -1.3176638 -0.9579176
21_4170 21_4170_1 NA NA -0.0981167 -0.9579176
21_4171 21_4171_0 NA NA 0.6712856 0.8093142
21_4171 21_4171_1 NA NA 0.55518156 0.8093142
21_4172 21_4172_0 NA NA -1.5423905 -3.1425695
21_4172 21_4172_1 NA NA -2.1092818 -3.1425695
21_4173 21_4173_0 NA NA -0.6185245 -0.08111468
21_4173 21_4173_1 NA NA 0.6838052 -0.08111468
21_4174 21_4174_0 NA NA -2.0367537 -2.8047407
21_4174 21_4174_1 NA NA -1.6870881 -2.8047407
21_4175 21_4175_0 NA NA -0.9807076 -1.3770278
21_4175 21_4175_1 NA NA -0.7515458 -1.3770278
21_4176 21_4176_0 NA NA -0.6498737 -0.5175386
21_4176 21_4176_1 NA NA -0.35949224 -0.5175386
21_4177 21_4177_0 NA NA -1.4491696 0.6366072
21_4177 21_4177_1 NA NA 2.0481904 0.6366072
21_4178 21_4178_0 NA NA 0.8063988 -1.1099275
21_4178 21_4178_1 NA NA -1.5844278 -1.1099275
21_4179 21_4179_0 NA NA -0.21821749 -0.8472561
21_4179 21_4179_1 NA NA -0.59780747 -0.8472561
21_4180 21_4180_0 NA NA -0.75826335 -0.8590873
21_4180 21_4180_1 NA NA -0.17632088 -0.8590873
21_4181 21_4181_0 NA NA -0.11698091 -0.08827029
21_4181 21_4181_1 NA NA -0.17372435 -0.08827029
21_4182 21_4182_0 NA NA -0.069357686 -0.52660936
21_4182 21_4182_1 NA NA -0.5082382 -0.52660936
21_4183 21_4183_0 NA NA -0.5743902 -1.1407206
21_4183 21_4183_1 NA NA -0.96788764 -1.1407206
21_4184 21_4184_0 NA NA -1.4712201 -0.83332795
21_4184 21_4184_1 NA NA 0.75459355 -0.83332795
21_4185 21_4185_0 NA NA -0.620587 -0.31080586
21_4185 21_4185_1 NA NA 0.5182735 -0.31080586
21_4186 21_4186_0 NA NA -0.18541212 -1.9099803
21_4186 21_4186_1 NA NA -1.7940984 -1.9099803
21_4187 21_4187_0 NA NA -0.5168877 -2.2695928
21_4187 21_4187_1 NA NA -1.8641433 -2.2695928
21_4188 21_4188_0 NA NA -0.20448302 -0.36665624
21_4188 21_4188_1 NA NA -0.34516442 -0.36665624
21_4189 21_4189_0 NA NA 0.97958684 0.31719407
21_4189 21_4189_1 NA NA 0.2776994 0.31719407
21_4190 21_4190_0 NA NA -1.347883 -1.3226912
21_4190 21_4190_1 NA NA -0.15145826 -1.3226912
21_4191 21_4191_0 NA NA 0.5865271 1.1408272
21_4191 21_4191_1 NA NA 1.7798111 1.1408272
21_4192 21_4192_0 NA NA 0.8036742 2.1748028
21_4192 21_4192_1 NA NA 1.636278 2.1748028
21_4193 21_4193_0 NA NA -0.87381744 -1.4887444
21_4193 21_4193_1 NA NA -0.22694582 -1.4887444
21_4194 21_4194_0 NA NA 0.55485237 0.16156359
21_4194 21_4194_1 NA NA 0.48062515 0.16156359
21_4195 21_4195_0 NA NA -0.9717475 -1.8194174
21_4195 21_4195_1 NA NA -1.4222659 -1.8194174
21_4196 21_4196_0 NA NA -1.6925594 -2.4423757
21_4196 21_4196_1 NA NA -1.2488505 -2.4423757
21_4197 21_4197_0 NA NA -0.872542 -0.7047248
21_4197 21_4197_1 NA NA -0.22658305 -0.7047248
21_4198 21_4198_0 NA NA -1.3051238 -2.105462
21_4198 21_4198_1 NA NA -1.3222499 -2.105462
21_4199 21_4199_0 NA NA 0.94539815 0.65699154
21_4199 21_4199_1 NA NA -0.93874466 0.65699154
21_4200 21_4200_0 NA NA -0.23527883 -0.7195765
21_4200 21_4200_1 NA NA 0.42992526 -0.7195765
21_4201 21_4201_0 NA NA -0.087747775 0.19116414
21_4201 21_4201_1 NA NA -0.47814393 0.19116414
21_4202 21_4202_0 NA NA -1.5095007 -2.3437436
21_4202 21_4202_1 NA NA -0.9625097 -2.3437436
21_4203 21_4203_0 NA NA 0.641232 0.7646416
21_4203 21_4203_1 NA NA 0.32074288 0.7646416
21_4204 21_4204_0 NA NA 0.027345084 0.18652783
21_4204 21_4204_1 NA NA -0.007898743 0.18652783
21_4205 21_4205_0 NA NA -1.531768 -1.0448406
21_4205 21_4205_1 NA NA 0.6939196 -1.0448406
21_4206 21_4206_0 NA NA 1.0861475 0.10747537
21_4206 21_4206_1 NA NA -0.76868993 0.10747537
21_4207 21_4207_0 NA NA -1.0573947 -0.52361435
21_4207 21_4207_1 NA NA -0.23614903 -0.52361435
21_4208 21_4208_0 NA NA -0.3300101 -2.0582097
21_4208 21_4208_1 NA NA -1.6335363 -2.0582097
21_4209 21_4209_0 NA NA 0.9285995 2.0142086
21_4209 21_4209_1 NA NA 1.8322381 2.0142086
21_4210 21_4210_0 NA NA -0.74579114 -0.71603316
21_4210 21_4210_1 NA NA -0.5168072 -0.71603316
21_4211 21_4211_0 NA NA -2.424602 -3.356915
21_4211 21_4211_1 NA NA -2.3272197 -3.356915
21_4212 21_4212_0 NA NA 2.166253 2.8781774
21_4212 21_4212_1 NA NA 1.8633734 2.8781774
21_4213 21_4213_0 NA NA -0.2408895 -1.0161155
21_4213 21_4213_1 NA NA -0.9515378 -1.0161155
21_4214 21_4214_0 NA NA 0.2929055 1.0305685
21_4214 21_4214_1 NA NA 1.0175495 1.0305685
21_4215 21_4215_0 NA NA 0.116845265 0.41982493
21_4215 21_4215_1 NA NA 0.33736745 0.41982493
21_4216 21_4216_0 NA NA -1.3064249 -1.3803272
21_4216 21_4216_1 NA NA -1.2001375 -1.3803272
21_4217 21_4217_0 NA NA -0.7949626 -1.3946037
21_4217 21_4217_1 NA NA -0.31189173 -1.3946037
21_4218 21_4218_0 NA NA -0.3418633 -0.3634866
21_4218 21_4218_1 NA NA -0.0664718 -0.3634866
21_4219 21_4219_0 NA NA 0.30930632 0.16386387
21_4219 21_4219_1 NA NA 0.471769 0.16386387
21_4220 21_4220_0 NA NA -2.6017256 -1.9654561
21_4220 21_4220_1 NA NA 0.09208003 -1.9654561
21_4221 21_4221_0 NA NA -0.06751567 -0.66143227
21_4221 21_4221_1 NA NA -0.98324907 -0.66143227
21_4222 21_4222_0 NA NA -0.7849404 -1.3696772
21_4222 21_4222_1 NA NA -1.4078181 -1.3696772
21_4223 21_4223_0 NA NA 0.36647406 0.40814173
21_4223 21_4223_1 NA NA -0.0882571 0.40814173
21_4224 21_4224_0 NA NA 0.2510483 0.56538993
21_4224 21_4224_1 NA NA 0.03728611 0.56538993
21_4225 21_4225_0 NA NA -0.42917866 -1.4970235
21_4225 21_4225_1 NA NA -1.4631784 -1.4970235
21_4226 21_4226_0 NA NA -0.21192542 -1.3390166
21_4226 21_4226_1 NA NA -1.386305 -1.3390166
21_4227 21_4227_0 NA NA -0.35345456 -1.212524
21_4227 21_4227_1 NA NA -1.6214619 -1.212524
21_4228 21_4228_0 NA NA 0.52656746 1.6850256
21_4228 21_4228_1 NA NA 1.2879322 1.6850256
21_4229 21_4229_0 NA NA -1.7811521 -3.0010192
21_4229 21_4229_1 NA NA -1.9095341 -3.0010192
21_4230 21_4230_0 NA NA -1.2203977 -0.7969075
21_4230 21_4230_1 NA NA -0.1297081 -0.7969075
21_4231 21_4231_0 NA NA 0.6451003 0.057231624
21_4231 21_4231_1 NA NA -0.476941 0.057231624
21_4232 21_4232_0 NA NA -0.14665012 -0.35244447
21_4232 21_4232_1 NA NA -0.1394337 -0.35244447
