FID IID FATHER_ID MOTHER_ID proband parental
21_26396 21_26396_0 NA NA 0.92713964 0.7480806
21_26396 21_26396_1 NA NA -0.010741471 0.7480806
21_26397 21_26397_0 NA NA 1.9330055 2.0841615
21_26397 21_26397_1 NA NA 1.4036102 2.0841615
21_26398 21_26398_0 NA NA 1.5225555 1.8441802
21_26398 21_26398_1 NA NA 0.74553716 1.8441802
21_26399 21_26399_0 NA NA 1.7889297 0.5604282
21_26399 21_26399_1 NA NA 0.4518353 0.5604282
21_26400 21_26400_0 NA NA 0.24442212 0.547567
21_26400 21_26400_1 NA NA 0.32537916 0.547567
21_26401 21_26401_0 NA NA 2.279964 2.0854752
21_26401 21_26401_1 NA NA 0.44495788 2.0854752
21_26402 21_26402_0 NA NA 0.0036428794 -0.071488
21_26402 21_26402_1 NA NA 0.53859663 -0.071488
21_26403 21_26403_0 NA NA -0.13242388 -1.1992933
21_26403 21_26403_1 NA NA -0.81083727 -1.1992933
21_26404 21_26404_0 NA NA 0.17375875 0.10878756
21_26404 21_26404_1 NA NA -0.33647692 0.10878756
21_26405 21_26405_0 NA NA 1.7225171 1.9268634
21_26405 21_26405_1 NA NA 0.53607184 1.9268634
21_26406 21_26406_0 NA NA 0.52954423 0.9473716
21_26406 21_26406_1 NA NA 0.36497048 0.9473716
21_26407 21_26407_0 NA NA 1.2362543 0.83407176
21_26407 21_26407_1 NA NA 0.44185543 0.83407176
21_26408 21_26408_0 NA NA 1.3031892 1.231637
21_26408 21_26408_1 NA NA 0.27460086 1.231637
21_26409 21_26409_0 NA NA 1.1872467 1.6532565
21_26409 21_26409_1 NA NA 0.58853805 1.6532565
21_26410 21_26410_0 NA NA 0.6592239 1.4286902
21_26410 21_26410_1 NA NA 1.682242 1.4286902
21_26411 21_26411_0 NA NA 1.3878349 2.9532645
21_26411 21_26411_1 NA NA 2.251187 2.9532645
21_26412 21_26412_0 NA NA 2.9009078 4.2033343
21_26412 21_26412_1 NA NA 2.6374736 4.2033343
21_26413 21_26413_0 NA NA -0.09141603 0.14402826
21_26413 21_26413_1 NA NA -0.26141748 0.14402826
21_26414 21_26414_0 NA NA 2.2923644 2.6956775
21_26414 21_26414_1 NA NA 0.90870154 2.6956775
21_26415 21_26415_0 NA NA -0.06980645 -0.3119737
21_26415 21_26415_1 NA NA -0.24780394 -0.3119737
21_26416 21_26416_0 NA NA -0.4309052 0.26005834
21_26416 21_26416_1 NA NA 0.06002648 0.26005834
21_26417 21_26417_0 NA NA 1.256141 0.9787899
21_26417 21_26417_1 NA NA -0.15101494 0.9787899
21_26418 21_26418_0 NA NA 0.2891797 1.1361439
21_26418 21_26418_1 NA NA 0.73617095 1.1361439
21_26419 21_26419_0 NA NA 0.50342023 0.46510053
21_26419 21_26419_1 NA NA 0.69704074 0.46510053
21_26420 21_26420_0 NA NA -0.08383329 0.8230366
21_26420 21_26420_1 NA NA 0.5987161 0.8230366
21_26421 21_26421_0 NA NA 0.15812539 0.6800123
21_26421 21_26421_1 NA NA 1.013417 0.6800123
21_26422 21_26422_0 NA NA 1.5547475 1.740277
21_26422 21_26422_1 NA NA 0.7351 1.740277
21_26423 21_26423_0 NA NA -0.08763491 0.5250998
21_26423 21_26423_1 NA NA -0.043426998 0.5250998
21_26424 21_26424_0 NA NA 1.2772143 3.0096564
21_26424 21_26424_1 NA NA 2.1800144 3.0096564
21_26425 21_26425_0 NA NA 1.3791203 1.4038824
21_26425 21_26425_1 NA NA -0.49539292 1.4038824
21_26426 21_26426_0 NA NA -0.6557367 -0.17480631
21_26426 21_26426_1 NA NA 0.06573165 -0.17480631
21_26427 21_26427_0 NA NA 1.6983547 1.2962493
21_26427 21_26427_1 NA NA 0.09747735 1.2962493
21_26428 21_26428_0 NA NA 0.24904238 0.5469585
21_26428 21_26428_1 NA NA -0.32578963 0.5469585
21_26429 21_26429_0 NA NA 0.58520156 1.2294406
21_26429 21_26429_1 NA NA 0.57406825 1.2294406
21_26430 21_26430_0 NA NA 0.69437873 1.553416
21_26430 21_26430_1 NA NA 1.3191885 1.553416
21_26431 21_26431_0 NA NA 0.48584512 1.5668372
21_26431 21_26431_1 NA NA 1.0570457 1.5668372
21_26432 21_26432_0 NA NA 0.99125934 1.4170178
21_26432 21_26432_1 NA NA 0.82891864 1.4170178
21_26433 21_26433_0 NA NA 1.0229694 0.85628486
21_26433 21_26433_1 NA NA 0.6756685 0.85628486
21_26434 21_26434_0 NA NA 2.022662 2.8741794
21_26434 21_26434_1 NA NA 1.7383429 2.8741794
21_26435 21_26435_0 NA NA 0.888662 1.2077029
21_26435 21_26435_1 NA NA 0.97044045 1.2077029
21_26436 21_26436_0 NA NA 1.0612329 1.5157517
21_26436 21_26436_1 NA NA 0.45039067 1.5157517
21_26437 21_26437_0 NA NA -1.4696821 -2.0151691
21_26437 21_26437_1 NA NA -2.3582995 -2.0151691
21_26438 21_26438_0 NA NA -0.6276872 -0.7374767
21_26438 21_26438_1 NA NA -0.7104708 -0.7374767
21_26439 21_26439_0 NA NA -0.27314076 0.4890658
21_26439 21_26439_1 NA NA 0.11787612 0.4890658
21_26440 21_26440_0 NA NA 0.51717806 0.7911715
21_26440 21_26440_1 NA NA 0.68556195 0.7911715
21_26441 21_26441_0 NA NA 1.2602808 2.0999444
21_26441 21_26441_1 NA NA 1.6756641 2.0999444
21_26442 21_26442_0 NA NA 0.33112112 1.2445347
21_26442 21_26442_1 NA NA 1.1937455 1.2445347
21_26443 21_26443_0 NA NA 1.958083 2.1624768
21_26443 21_26443_1 NA NA 1.0376908 2.1624768
21_26444 21_26444_0 NA NA 1.0688988 0.68039346
21_26444 21_26444_1 NA NA 1.0920637 0.68039346
21_26445 21_26445_0 NA NA 0.5017075 -0.23199552
21_26445 21_26445_1 NA NA 0.3882308 -0.23199552
21_26446 21_26446_0 NA NA 0.46720496 -0.10407115
21_26446 21_26446_1 NA NA -0.10177507 -0.10407115
21_26447 21_26447_0 NA NA 2.3026516 3.9081573
21_26447 21_26447_1 NA NA 2.5914457 3.9081573
21_26448 21_26448_0 NA NA 1.3051227 0.652474
21_26448 21_26448_1 NA NA -0.61557055 0.652474
21_26449 21_26449_0 NA NA 0.052276965 -0.4224333
21_26449 21_26449_1 NA NA -0.21655692 -0.4224333
21_26450 21_26450_0 NA NA 2.1714835 2.3025277
21_26450 21_26450_1 NA NA 1.0777179 2.3025277
21_26451 21_26451_0 NA NA -0.08475942 0.651565
21_26451 21_26451_1 NA NA 1.2896504 0.651565
21_26452 21_26452_0 NA NA 1.8383803 2.6742368
21_26452 21_26452_1 NA NA 2.0603118 2.6742368
21_26453 21_26453_0 NA NA 2.855811 3.1419759
21_26453 21_26453_1 NA NA 1.7323186 3.1419759
21_26454 21_26454_0 NA NA 0.87942505 1.0419772
21_26454 21_26454_1 NA NA -0.08709035 1.0419772
21_26455 21_26455_0 NA NA 1.2539654 1.3523322
21_26455 21_26455_1 NA NA 0.85689825 1.3523322
21_26456 21_26456_0 NA NA 0.22139893 -0.12808162
21_26456 21_26456_1 NA NA 0.00862379 -0.12808162
21_26457 21_26457_0 NA NA -0.838572 -0.2693968
21_26457 21_26457_1 NA NA -0.0831399 -0.2693968
21_26458 21_26458_0 NA NA 1.9343537 2.711796
21_26458 21_26458_1 NA NA 1.4740678 2.711796
21_26459 21_26459_0 NA NA 1.1748756 1.9806814
21_26459 21_26459_1 NA NA 1.1108757 1.9806814
21_26460 21_26460_0 NA NA 0.20654036 1.1247627
21_26460 21_26460_1 NA NA 1.1849529 1.1247627
21_26461 21_26461_0 NA NA -0.073642604 1.7033031
21_26461 21_26461_1 NA NA 1.7606565 1.7033031
21_26462 21_26462_0 NA NA -0.20751595 -0.37734574
21_26462 21_26462_1 NA NA -0.19552974 -0.37734574
21_26463 21_26463_0 NA NA -1.7565699 -4.1398377
21_26463 21_26463_1 NA NA -2.985689 -4.1398377
21_26464 21_26464_0 NA NA 0.6007409 0.28838292
21_26464 21_26464_1 NA NA 0.26050356 0.28838292
21_26465 21_26465_0 NA NA 0.539423 0.09352829
21_26465 21_26465_1 NA NA 0.20060171 0.09352829
21_26466 21_26466_0 NA NA 0.45094955 0.7545025
21_26466 21_26466_1 NA NA 0.37571752 0.7545025
21_26467 21_26467_0 NA NA -1.6767524 -1.9665432
21_26467 21_26467_1 NA NA -1.5109406 -1.9665432
21_26468 21_26468_0 NA NA -0.07280583 0.48448318
21_26468 21_26468_1 NA NA 0.45200294 0.48448318
21_26469 21_26469_0 NA NA 1.0915531 1.0309936
21_26469 21_26469_1 NA NA 0.74828225 1.0309936
21_26470 21_26470_0 NA NA -1.7140551 -1.0786082
21_26470 21_26470_1 NA NA 0.3713531 -1.0786082
21_26471 21_26471_0 NA NA 0.82328904 -0.22611864
21_26471 21_26471_1 NA NA -0.8012613 -0.22611864
21_26472 21_26472_0 NA NA -0.06567296 0.43072873
21_26472 21_26472_1 NA NA 0.63471025 0.43072873
21_26473 21_26473_0 NA NA 1.3730369 2.7328875
21_26473 21_26473_1 NA NA 1.7616982 2.7328875
21_26474 21_26474_0 NA NA 0.90092343 2.0186765
21_26474 21_26474_1 NA NA 1.3714255 2.0186765
21_26475 21_26475_0 NA NA 1.2965287 2.328224
21_26475 21_26475_1 NA NA 1.3628459 2.328224
21_26476 21_26476_0 NA NA 0.5756084 1.6671805
21_26476 21_26476_1 NA NA 1.384263 1.6671805
21_26477 21_26477_0 NA NA 1.3709402 1.7784573
21_26477 21_26477_1 NA NA 1.6312857 1.7784573
21_26478 21_26478_0 NA NA 0.76528865 -0.5361831
21_26478 21_26478_1 NA NA -0.34892637 -0.5361831
21_26479 21_26479_0 NA NA 0.4328078 0.36881688
21_26479 21_26479_1 NA NA 0.2976391 0.36881688
21_26480 21_26480_0 NA NA 1.2681192 1.8381299
21_26480 21_26480_1 NA NA 0.6097332 1.8381299
21_26481 21_26481_0 NA NA 1.5638131 2.2011585
21_26481 21_26481_1 NA NA 0.4726967 2.2011585
21_26482 21_26482_0 NA NA 0.15480483 0.30196634
21_26482 21_26482_1 NA NA 0.23374128 0.30196634
21_26483 21_26483_0 NA NA -1.7253499 -1.8885196
21_26483 21_26483_1 NA NA -1.0976195 -1.8885196
21_26484 21_26484_0 NA NA 2.4073362 2.8867316
21_26484 21_26484_1 NA NA 1.0584292 2.8867316
21_26485 21_26485_0 NA NA 0.6089401 0.68282086
21_26485 21_26485_1 NA NA 0.44526705 0.68282086
21_26486 21_26486_0 NA NA 1.6726241 2.6335363
21_26486 21_26486_1 NA NA 1.6903033 2.6335363
21_26487 21_26487_0 NA NA 0.8048701 0.47998473
21_26487 21_26487_1 NA NA 0.10278812 0.47998473
21_26488 21_26488_0 NA NA 0.90847594 1.4389423
21_26488 21_26488_1 NA NA 1.5435226 1.4389423
21_26489 21_26489_0 NA NA 1.9580094 2.8033392
21_26489 21_26489_1 NA NA 2.384042 2.8033392
21_26490 21_26490_0 NA NA -0.6993084 -1.7079568
21_26490 21_26490_1 NA NA -1.390164 -1.7079568
21_26491 21_26491_0 NA NA 0.37335297 1.0653045
21_26491 21_26491_1 NA NA 1.3279037 1.0653045
21_26492 21_26492_0 NA NA 1.0202398 2.049981
21_26492 21_26492_1 NA NA 1.4778814 2.049981
21_26493 21_26493_0 NA NA 0.45630983 0.68996286
21_26493 21_26493_1 NA NA -0.37557125 0.68996286
21_26494 21_26494_0 NA NA 0.9005418 1.883949
21_26494 21_26494_1 NA NA 2.1746159 1.883949
21_26495 21_26495_0 NA NA -1.4493592 -1.1939541
21_26495 21_26495_1 NA NA 0.23815158 -1.1939541
21_26496 21_26496_0 NA NA 1.1608324 1.8548822
21_26496 21_26496_1 NA NA 0.86211467 1.8548822
21_26497 21_26497_0 NA NA -0.12578118 1.1279207
21_26497 21_26497_1 NA NA 1.4723747 1.1279207
21_26498 21_26498_0 NA NA 0.2816375 1.4716059
21_26498 21_26498_1 NA NA 0.96099293 1.4716059
21_26499 21_26499_0 NA NA -0.6673985 -0.7248506
21_26499 21_26499_1 NA NA -0.9572654 -0.7248506
21_26500 21_26500_0 NA NA 0.8573529 1.6196014
21_26500 21_26500_1 NA NA 1.5070281 1.6196014
21_26501 21_26501_0 NA NA 0.8832521 1.7045637
21_26501 21_26501_1 NA NA 1.774681 1.7045637
21_26502 21_26502_0 NA NA 0.9420341 2.2046206
21_26502 21_26502_1 NA NA 0.79853064 2.2046206
21_26503 21_26503_0 NA NA 2.0373988 3.122616
21_26503 21_26503_1 NA NA 1.5877619 3.122616
21_26504 21_26504_0 NA NA 0.041244008 -0.26449546
21_26504 21_26504_1 NA NA -0.019080183 -0.26449546
21_26505 21_26505_0 NA NA 0.32825133 0.8697376
21_26505 21_26505_1 NA NA 0.775252 0.8697376
21_26506 21_26506_0 NA NA -1.1926454 -1.7348248
21_26506 21_26506_1 NA NA -1.3989791 -1.7348248
21_26507 21_26507_0 NA NA -0.0059200553 0.16969727
21_26507 21_26507_1 NA NA 0.18730332 0.16969727
21_26508 21_26508_0 NA NA 0.030502679 0.122264884
21_26508 21_26508_1 NA NA -0.5146753 0.122264884
21_26509 21_26509_0 NA NA -1.5235394 -0.031992983
21_26509 21_26509_1 NA NA 0.37634295 -0.031992983
21_26510 21_26510_0 NA NA -0.9998406 -0.14849946
21_26510 21_26510_1 NA NA 0.38086534 -0.14849946
21_26511 21_26511_0 NA NA 0.36806133 0.5138134
21_26511 21_26511_1 NA NA 0.18696278 0.5138134
21_26512 21_26512_0 NA NA 2.2391553 2.7077894
21_26512 21_26512_1 NA NA 1.2967929 2.7077894
21_26513 21_26513_0 NA NA -1.4045508 -1.6323328
21_26513 21_26513_1 NA NA -0.41140002 -1.6323328
21_26514 21_26514_0 NA NA 1.2165433 1.1216446
21_26514 21_26514_1 NA NA -0.15765557 1.1216446
21_26515 21_26515_0 NA NA 1.1285974 2.9689438
21_26515 21_26515_1 NA NA 2.1891148 2.9689438
21_26516 21_26516_0 NA NA 1.3179704 1.2521954
21_26516 21_26516_1 NA NA 0.36199832 1.2521954
21_26517 21_26517_0 NA NA 0.43185255 1.2433366
21_26517 21_26517_1 NA NA 1.8063942 1.2433366
21_26518 21_26518_0 NA NA 1.108449 0.32326654
21_26518 21_26518_1 NA NA 0.17391601 0.32326654
21_26519 21_26519_0 NA NA 0.56293803 1.6365601
21_26519 21_26519_1 NA NA 0.663955 1.6365601
21_26520 21_26520_0 NA NA 1.0099587 1.9803276
21_26520 21_26520_1 NA NA 1.9950378 1.9803276
21_26521 21_26521_0 NA NA 0.8800478 2.5682397
21_26521 21_26521_1 NA NA 1.3334562 2.5682397
21_26522 21_26522_0 NA NA -0.3646641 -0.13724366
21_26522 21_26522_1 NA NA 0.16562784 -0.13724366
21_26523 21_26523_0 NA NA 0.16333553 0.4665472
21_26523 21_26523_1 NA NA -0.03133024 0.4665472
21_26524 21_26524_0 NA NA -0.44487882 0.007074344
21_26524 21_26524_1 NA NA 0.52616936 0.007074344
21_26525 21_26525_0 NA NA 0.09754295 0.6154697
21_26525 21_26525_1 NA NA 0.4140117 0.6154697
21_26526 21_26526_0 NA NA -1.1139454 -0.96108615
21_26526 21_26526_1 NA NA -0.85775673 -0.96108615
21_26527 21_26527_0 NA NA 0.096116066 -0.25217363
21_26527 21_26527_1 NA NA 0.31365418 -0.25217363
21_26528 21_26528_0 NA NA 0.8029444 1.7755717
21_26528 21_26528_1 NA NA 1.1213691 1.7755717
21_26529 21_26529_0 NA NA 1.7699066 2.169491
21_26529 21_26529_1 NA NA 1.2636085 2.169491
21_26530 21_26530_0 NA NA 0.029334418 -0.16018845
21_26530 21_26530_1 NA NA -0.5986216 -0.16018845
21_26531 21_26531_0 NA NA 0.16397917 1.684046
21_26531 21_26531_1 NA NA 1.9895787 1.684046
21_26532 21_26532_0 NA NA 0.9207633 1.2551335
21_26532 21_26532_1 NA NA 0.27598473 1.2551335
21_26533 21_26533_0 NA NA -1.3013822 0.20450138
21_26533 21_26533_1 NA NA 0.7555986 0.20450138
21_26534 21_26534_0 NA NA 0.1567651 -0.48064584
21_26534 21_26534_1 NA NA -1.218651 -0.48064584
21_26535 21_26535_0 NA NA -1.3127027 -1.0676169
21_26535 21_26535_1 NA NA 0.06635967 -1.0676169
21_26536 21_26536_0 NA NA 2.2273445 2.7295468
21_26536 21_26536_1 NA NA 2.0386033 2.7295468
21_26537 21_26537_0 NA NA 2.0674949 2.501957
21_26537 21_26537_1 NA NA 0.5631108 2.501957
21_26538 21_26538_0 NA NA 0.67275566 1.7855428
21_26538 21_26538_1 NA NA 1.6695588 1.7855428
21_26539 21_26539_0 NA NA -0.52837175 -0.44075516
21_26539 21_26539_1 NA NA -0.39954525 -0.44075516
21_26540 21_26540_0 NA NA 0.69249356 2.0644057
21_26540 21_26540_1 NA NA 1.2368221 2.0644057
21_26541 21_26541_0 NA NA 1.0993203 1.4908832
21_26541 21_26541_1 NA NA 0.5292995 1.4908832
21_26542 21_26542_0 NA NA 0.48479265 1.6703999
21_26542 21_26542_1 NA NA 0.87816685 1.6703999
21_26543 21_26543_0 NA NA 0.713566 2.9872496
21_26543 21_26543_1 NA NA 2.316699 2.9872496
21_26544 21_26544_0 NA NA 0.41417968 1.0774227
21_26544 21_26544_1 NA NA 0.8449211 1.0774227
21_26545 21_26545_0 NA NA 1.5009974 1.683796
21_26545 21_26545_1 NA NA 0.66835374 1.683796
21_26546 21_26546_0 NA NA 2.4659598 1.6374478
21_26546 21_26546_1 NA NA 0.04569773 1.6374478
21_26547 21_26547_0 NA NA 0.8250805 0.90670735
21_26547 21_26547_1 NA NA 0.5522213 0.90670735
21_26548 21_26548_0 NA NA -0.13619454 1.130379
21_26548 21_26548_1 NA NA 1.4880409 1.130379
21_26549 21_26549_0 NA NA -0.94792336 -0.3844822
21_26549 21_26549_1 NA NA -0.18640585 -0.3844822
21_26550 21_26550_0 NA NA 0.14251053 0.7363859
21_26550 21_26550_1 NA NA 0.9948226 0.7363859
21_26551 21_26551_0 NA NA 0.457909 0.82934093
21_26551 21_26551_1 NA NA 0.97364324 0.82934093
21_26552 21_26552_0 NA NA 0.2603824 0.7392531
21_26552 21_26552_1 NA NA 1.2438622 0.7392531
21_26553 21_26553_0 NA NA 1.7915698 1.5834888
21_26553 21_26553_1 NA NA 0.4870358 1.5834888
21_26554 21_26554_0 NA NA -1.4582045 -0.6981325
21_26554 21_26554_1 NA NA 0.93672687 -0.6981325
21_26555 21_26555_0 NA NA 0.982435 1.2141011
21_26555 21_26555_1 NA NA 1.5287983 1.2141011
21_26556 21_26556_0 NA NA 2.3457165 3.4578426
21_26556 21_26556_1 NA NA 1.841038 3.4578426
21_26557 21_26557_0 NA NA -0.21059722 -0.78295857
21_26557 21_26557_1 NA NA -0.19746374 -0.78295857
21_26558 21_26558_0 NA NA 1.6705571 1.600431
21_26558 21_26558_1 NA NA 0.94835526 1.600431
21_26559 21_26559_0 NA NA -0.13319382 0.133838
21_26559 21_26559_1 NA NA 1.5103799 0.133838
21_26560 21_26560_0 NA NA 1.2209818 2.8301766
21_26560 21_26560_1 NA NA 2.3067439 2.8301766
21_26561 21_26561_0 NA NA 0.8275515 1.0293962
21_26561 21_26561_1 NA NA -0.014064673 1.0293962
21_26562 21_26562_0 NA NA -1.2862332 -0.7838504
21_26562 21_26562_1 NA NA -0.31789482 -0.7838504
21_26563 21_26563_0 NA NA 0.3581159 0.29685324
21_26563 21_26563_1 NA NA -0.323934 0.29685324
21_26564 21_26564_0 NA NA 0.26717308 0.21817976
21_26564 21_26564_1 NA NA -0.36682522 0.21817976
21_26565 21_26565_0 NA NA 0.8584195 1.9591237
21_26565 21_26565_1 NA NA 0.9075292 1.9591237
21_26566 21_26566_0 NA NA 0.8397881 0.66868067
21_26566 21_26566_1 NA NA -0.043524936 0.66868067
21_26567 21_26567_0 NA NA 0.4579705 2.5662735
21_26567 21_26567_1 NA NA 2.403627 2.5662735
21_26568 21_26568_0 NA NA 1.5776932 1.0510242
21_26568 21_26568_1 NA NA 0.0035979643 1.0510242
21_26569 21_26569_0 NA NA 1.3281717 2.6786494
21_26569 21_26569_1 NA NA 2.0503607 2.6786494
21_26570 21_26570_0 NA NA -0.54203826 -0.530286
21_26570 21_26570_1 NA NA -0.40344188 -0.530286
21_26571 21_26571_0 NA NA 1.1788393 1.8122886
21_26571 21_26571_1 NA NA 1.8651279 1.8122886
21_26572 21_26572_0 NA NA 1.3607173 1.4990048
21_26572 21_26572_1 NA NA 0.5535043 1.4990048
21_26573 21_26573_0 NA NA 1.1137836 1.9284661
21_26573 21_26573_1 NA NA 1.2617391 1.9284661
21_26574 21_26574_0 NA NA -0.7584358 -1.406869
21_26574 21_26574_1 NA NA -1.3891425 -1.406869
21_26575 21_26575_0 NA NA 0.8563031 2.3970127
21_26575 21_26575_1 NA NA 1.4081966 2.3970127
21_26576 21_26576_0 NA NA -0.081246056 0.0627271
21_26576 21_26576_1 NA NA 0.2595246 0.0627271
21_26577 21_26577_0 NA NA 1.1026407 1.1683501
21_26577 21_26577_1 NA NA 0.54594 1.1683501
21_26578 21_26578_0 NA NA 2.1568558 2.3035314
21_26578 21_26578_1 NA NA 0.6785508 2.3035314
21_26579 21_26579_0 NA NA 1.053817 0.027905844
21_26579 21_26579_1 NA NA -0.30356586 0.027905844
21_26580 21_26580_0 NA NA 0.055859424 0.66124004
21_26580 21_26580_1 NA NA 0.96551114 0.66124004
21_26581 21_26581_0 NA NA -1.9812863 -1.5541234
21_26581 21_26581_1 NA NA 0.32417718 -1.5541234
21_26582 21_26582_0 NA NA 0.8652018 1.2059468
21_26582 21_26582_1 NA NA 1.1554337 1.2059468
21_26583 21_26583_0 NA NA 0.90018064 2.859801
21_26583 21_26583_1 NA NA 2.357359 2.859801
21_26584 21_26584_0 NA NA 0.95732534 2.122915
21_26584 21_26584_1 NA NA 1.6249498 2.122915
21_26585 21_26585_0 NA NA -0.44586265 -1.2298837
21_26585 21_26585_1 NA NA -1.1675309 -1.2298837
21_26586 21_26586_0 NA NA 0.61009955 1.2035983
21_26586 21_26586_1 NA NA 0.5333234 1.2035983
21_26587 21_26587_0 NA NA 1.0386466 0.10955586
21_26587 21_26587_1 NA NA -0.98932177 0.10955586
21_26588 21_26588_0 NA NA 1.3392806 1.8885667
21_26588 21_26588_1 NA NA 1.7199515 1.8885667
21_26589 21_26589_0 NA NA 0.45069283 1.1822269
21_26589 21_26589_1 NA NA 0.5599936 1.1822269
21_26590 21_26590_0 NA NA 0.6901804 0.21593355
21_26590 21_26590_1 NA NA 0.6462912 0.21593355
21_26591 21_26591_0 NA NA 0.105386846 0.6539502
21_26591 21_26591_1 NA NA 0.6707076 0.6539502
21_26592 21_26592_0 NA NA -0.005261224 0.55550516
21_26592 21_26592_1 NA NA 0.514203 0.55550516
21_26593 21_26593_0 NA NA -0.9093483 -0.8696135
21_26593 21_26593_1 NA NA -1.494219 -0.8696135
21_26594 21_26594_0 NA NA 0.74912494 1.243577
21_26594 21_26594_1 NA NA 0.0107107125 1.243577
21_26595 21_26595_0 NA NA -0.75746584 0.3033145
21_26595 21_26595_1 NA NA 0.8974111 0.3033145
21_26596 21_26596_0 NA NA 2.2995098 3.1903749
21_26596 21_26596_1 NA NA 1.265604 3.1903749
21_26597 21_26597_0 NA NA 0.3863852 0.45136467
21_26597 21_26597_1 NA NA 0.6599014 0.45136467
21_26598 21_26598_0 NA NA -0.13148573 -0.48046702
21_26598 21_26598_1 NA NA -0.15953231 -0.48046702
21_26599 21_26599_0 NA NA 0.62240237 0.11306077
21_26599 21_26599_1 NA NA 0.28410116 0.11306077
21_26600 21_26600_0 NA NA -0.7513277 -1.2964119
21_26600 21_26600_1 NA NA -0.5844907 -1.2964119
21_26601 21_26601_0 NA NA 0.26051924 0.2954197
21_26601 21_26601_1 NA NA 0.33183798 0.2954197
21_26602 21_26602_0 NA NA 1.0943686 2.4284384
21_26602 21_26602_1 NA NA 2.009126 2.4284384
21_26603 21_26603_0 NA NA -0.30453986 0.28670064
21_26603 21_26603_1 NA NA 1.0285918 0.28670064
21_26604 21_26604_0 NA NA -0.69120914 -1.7575179
21_26604 21_26604_1 NA NA -1.9571253 -1.7575179
21_26605 21_26605_0 NA NA 0.8362777 1.0919517
21_26605 21_26605_1 NA NA 1.4075732 1.0919517
21_26606 21_26606_0 NA NA -0.24539788 -0.07990013
21_26606 21_26606_1 NA NA 0.28509107 -0.07990013
21_26607 21_26607_0 NA NA 0.6492933 1.4310163
21_26607 21_26607_1 NA NA 1.0863966 1.4310163
21_26608 21_26608_0 NA NA -0.6608323 0.26738685
21_26608 21_26608_1 NA NA 1.1112369 0.26738685
21_26609 21_26609_0 NA NA 1.0032954 1.150463
21_26609 21_26609_1 NA NA 0.7439005 1.150463
21_26610 21_26610_0 NA NA 0.90929556 0.75759584
21_26610 21_26610_1 NA NA 0.64098996 0.75759584
21_26611 21_26611_0 NA NA 0.030266395 0.8279721
21_26611 21_26611_1 NA NA 0.68191046 0.8279721
21_26612 21_26612_0 NA NA 0.8893956 -0.032132667
21_26612 21_26612_1 NA NA -0.6122379 -0.032132667
21_26613 21_26613_0 NA NA 0.96049905 0.35823599
21_26613 21_26613_1 NA NA -0.41663128 0.35823599
21_26614 21_26614_0 NA NA 0.08563608 0.7708853
21_26614 21_26614_1 NA NA 0.84037125 0.7708853
21_26615 21_26615_0 NA NA -0.17770651 1.675655
21_26615 21_26615_1 NA NA 1.6697818 1.675655
21_26616 21_26616_0 NA NA -0.928434 -0.1717544
21_26616 21_26616_1 NA NA 0.16753013 -0.1717544
21_26617 21_26617_0 NA NA -0.423342 0.92675376
21_26617 21_26617_1 NA NA 1.1225507 0.92675376
21_26618 21_26618_0 NA NA 0.4389726 1.4187703
21_26618 21_26618_1 NA NA 0.80347925 1.4187703
21_26619 21_26619_0 NA NA 0.6031845 0.9438443
21_26619 21_26619_1 NA NA 1.0157324 0.9438443
21_26620 21_26620_0 NA NA 0.34718925 0.36318558
21_26620 21_26620_1 NA NA -0.38763905 0.36318558
21_26621 21_26621_0 NA NA 0.4715832 0.43059364
21_26621 21_26621_1 NA NA -0.37326276 0.43059364
21_26622 21_26622_0 NA NA 2.4180245 2.385945
21_26622 21_26622_1 NA NA 0.62623566 2.385945
21_26623 21_26623_0 NA NA 0.5576801 0.8428716
21_26623 21_26623_1 NA NA 0.3389709 0.8428716
21_26624 21_26624_0 NA NA 0.3756498 0.85571444
21_26624 21_26624_1 NA NA 0.55434376 0.85571444
21_26625 21_26625_0 NA NA -0.40505478 -0.11023804
21_26625 21_26625_1 NA NA -0.028538171 -0.11023804
21_26626 21_26626_0 NA NA 0.34974745 1.543564
21_26626 21_26626_1 NA NA 1.4770466 1.543564
21_26627 21_26627_0 NA NA 1.1620973 2.0653906
21_26627 21_26627_1 NA NA 0.5235369 2.0653906
21_26628 21_26628_0 NA NA 0.19258812 0.8723986
21_26628 21_26628_1 NA NA 0.43900073 0.8723986
21_26629 21_26629_0 NA NA 1.4871172 2.2354224
21_26629 21_26629_1 NA NA 1.5637398 2.2354224
21_26630 21_26630_0 NA NA 0.32745057 1.2275175
21_26630 21_26630_1 NA NA 0.36674914 1.2275175
21_26631 21_26631_0 NA NA 0.70818704 0.5113476
21_26631 21_26631_1 NA NA -0.014409035 0.5113476
21_26632 21_26632_0 NA NA 2.5435038 4.160327
21_26632 21_26632_1 NA NA 2.9096472 4.160327
21_26633 21_26633_0 NA NA 1.0091902 1.0535549
21_26633 21_26633_1 NA NA -0.32840833 1.0535549
21_26634 21_26634_0 NA NA 0.6310834 -0.7679776
21_26634 21_26634_1 NA NA -0.8744419 -0.7679776
21_26635 21_26635_0 NA NA 0.27538112 1.1677413
21_26635 21_26635_1 NA NA 1.5353575 1.1677413
21_26636 21_26636_0 NA NA -1.5959891 -1.4661267
